labels,text
__label__1,"Great if you are easily entertained and satisfied: This DVD is a great example of how Hilary gets by on her looks. Includes making and videos of ""So Yesterday""/""Why Not"", and a short version of the video ""I Can't Wait"". Includes home videos and photos of Hilary when she was younger, and less annoying. As far as Hilary in the studio, it includes performances of ""Little Voice"" and ""So Yesterday"" which are both lip synched, as anyone who has common sense could tell that. They also show bits of performances of some other songs on her album, also lip synched. So you see no live singing here. Just Hilary faking it."
__label__2,"VERY Impressed with product & service!: I purchased a pink Tiffany style lily lamp from Lamps Plus. It was my first time ordering from ecom.com. It was a super simple process to order. I instantly received confirmation from both ecom & Lamps Plus. Received a tracking number within 2 days! Package arrived quickly & very well packaged. It is beautiful & the quality of the lamp is very good. Received information on warranty & returns with purchase. I am very happy with this purchase beginning to end. Lamps Plus offers hassle free, proffesional speedy service & a lovely product! I would definatly buy from them again! Thank you & Happy Holidays from Washington State!"
__label__1,"One of the worst books I've ever read: How can a book with such a beautiful alluring cover be so horrible? I'm sorry to say it, but this book was one of the worst books I've ever read. When I finished reading it, I had this sick upset feeling in my stomach. I wasn't sure whether I should scream or cry. Although I did neither, reading this book, I'm sorry to say, was a dreadful experience. The part about the jaguar in the dinghy was cool but the ending was terrible. I was disgusted that the main character was mean enough to split an innocent dog's head open for absolutely no reason. I also hate the name Max. You could have picked a better name. Although, you have taught me one lesson; don't judge a book a by its cover. Even a book with a great cover could be awful."
__label__1,"product activation annoyance: there's the annoyance...apart from that a good OS...never crashes, rarely gets unstable. New media player doesn't like MP3's downloaded from the web (a piracy measure it seems)...Okay for home use...absolutely useless in a workplace.Suggestion: buy XP pro if you must have windows... Or download Mandrake LINUX...:) for free..."
__label__2,Startling: Josephine Hart is gifted. Could not put the book down. I hope she has more like this book for me.
__label__1,"Very dissapointed: I purchased this adapter to enable hook up of a scrolling sign. Cable does not recognize sign. After finding this out,I tried to remove software from my computer. It will not uninstall. Have tried everything to no avail."
__label__2,"Comancheros: Great movie. Husband loved the Christmas presets, he is a John Wayne movie collector. Still looking for more. Try them"
__label__1,PALINDROME: READING STEWART WOODS BOOKS HAS BEEN A PLEASURE TILL THIS ONE. I WOULD NOT RECOMMEND THIS BOOK TO ANYONE.
__label__2,Useful for illustrating the properties of light: I have used this product in my classroom to illustrate that white light can be broken down into the colors of the rainbow. It does a nice job of doing that as long as I can get the light to hit it at just the right angle.
__label__1,"I am still a Vista Dummy: Although I got a few tips out of this book (how to make the start bar appear as it did in Windows XP), I found very little useful information. This would be a great book for someone who is brand new to Windows, but I expected it to have more information about converting."
